1347650357680|0|1|35184372099713|Amit|Sharma|male|554169600000|1347650357680|27.54.160.228|Firefox|160|hi;or;en|Amit35184372099713@gmail.com;Amit35184372099713@gmx.com;Amit35184372099713@yahoo.com|6;107;138;1021;1170;1451;1616;1760;1952;1988;2010;2022;2089;2778;2784;2785;2788;2797;2807;2818;2846;2870;2894;2907;2985;2992;5183;6380;6383;6434;8492;9317;12753;15304|3007,2005|548,2005;552,2006;542,2006;543,2007
1347674476814|0|1|35184372093541|Dimitris|Dionysiou|male|490060800000|1347674476814|88.218.145.162|Firefox|1140|en|Dimitris35184372093541@gmail.com;Dimitris35184372093541@gmx.com|140;469;578;781;792;795;1193;1194;1611;1668;1676;1677;1984;1986;2022;2023;2055;2068;2080;2114;2777;2782;2805;2813;2839;2858;2865;2867;2892;2934;2962;3089;5197;5887;6295;6508;7509;7516;7598;9163;10082;11410;11743;11851;12781;13818;13822;14725|2942,2006|515,2006;1561,2006;491,2007;508,2008;495,2008
1347676747982|0|1|35184372095846|Rudolf|Hoffmann|male|436406400000|1347676747982|199.103.76.77|Chrome|602|de;en|Rudolf35184372095846@gmail.com;Rudolf35184372095846@gmx.com;Rudolf35184372095846@yahoo.com|141;434;471;1183;2001;2777;2827;3034;6395;8953||480,2008;453,2004;456,2002;444,2006;446,2009
1347680344231|0|1|35184372094654|Joao|D'Algy|female|393033600000|1347680344231|41.205.52.39|Firefox|508|pt;en|Joao35184372094654@gmx.com;Joao35184372094654@yahoo.com;Joao35184372094654@zoho.com|61;300;785;812;973;975;1190;1201;1673;1766;1771;2037;2068;2801;2803;2808;2817;2829;2843;2872;2882;2928;3079;4844;5674;7241;7699;7742;9076;10289;10349;13499;15253|1603,2002|12,2003;13,2004;941,2002;14,2004
1347681355202|0|1|35184372090466|Rahim|Zaland|female|611712000000|1347681355202|58.147.130.150|Firefox|953|tk;uz;en|Rahim35184372090466@hotmail.com|1671;1747;6429;16074|1582,2008|1,2009;2,2009
1347688101774|0|1|35184372096045|Daniel|Smith|female|526694400000|1347688101774|27.122.118.248|Chrome|981|en;vi|Daniel35184372096045@gmail.com|1444|1642,2005|51,2006;74,2007;60,2006;46,2005
1347701695628|0|1|35184372089452|Manuel|Gonzalez|male|480384000000|1347701695628|148.204.205.19|Firefox|740|es;en|Manuel35184372089452@gmail.com;Manuel35184372089452@gmx.com;Manuel35184372089452@hotmail.com|140;243;468;575;580;776;1021;1452;1616;1763;1764;1987;1995;1997;2000;2034;2043;2051;2067;2087;2092;2781;2782;2783;2790;2793;2890;2950;2982;2996;3001;3101;5116;5313;5490;6395;6704;6964;7517;7545;7960;9170;9174;10197;11537;12742|5039,2004|
1347711239096|0|1|35184372091206|Jan|Martens|female|621129600000|1347711239096|84.196.49.229|Chrome|1001|fr;nl;en|Jan35184372091206@gmail.com|143;144;295;299;458;578;792;1176;1185;1669;1674;1761;1863;1908;1910;1919;1984;1990;2004;2038;2049;2050;2094;2095;2777;2778;2781;2782;2794;2811;2814;2817;2826;2830;2837;2855;2872;2879;2885;2896;2906;2930;2962;2982;3005;3013;3024;5070;5156;5163;6409;6413;6418;6438;6610;6904;6981;6989;7509;7521;7522;7523;7524;7594;7604;8774;9161;9209;9371;9548;9990;11236;11875;11884;11906;13291||116,2011;117,2010;971,2009
1347718811806|0|1|35184372094943|Fritz|Muller|female|473731200000|1347718811806|46.18.61.229|Firefox|599|de;en|Fritz35184372094943@gmail.com;Fritz35184372094943@yahoo.com|61;458;544;578;778;1177;1188;1195;1410;1533;1545;1670;2004;2045;2056;2117;2777;2778;2781;2799;2805;2898;2919;2939;2967;2996;2998;3030;5119;5184;6375;6805;6961;6962;7517;7609;9195;9326;10037|2832,2004|455,2005;472,2004;445,2004
1347723078799|0|1|35184372091430|Joseph|Khan|male|359856000000|1347723078799|49.204.58.186|Chrome|225|gu;kn;en|Joseph35184372091430@gmail.com|0;778;1179;1984;2801;2838;2968;3047;3089;3099;5162;6981;7547||
1347726883638|0|1|35184372095133|Arturo|Alvarez|female|493084800000|1347726883638|189.189.147.47|Chrome|734|es;en|Arturo35184372095133@gmail.com;Arturo35184372095133@gmx.com|1417|1980,2005|793,2007;779,2005
1347727373530|0|1|35184372095168|René|David|male|603331200000|1347727373530|31.210.3.148|Internet Explorer|1131|fr;eu;en|Rene35184372095168@gmail.com|1899;2086;2800;2824;2847;2907;3068;3109;14353|2695,2008|
1347728341891|0|1|35184372089227|Carlos|Araujo|female|340243200000|1347728341891|152.92.50.216|Safari|582|pt;en|Carlos35184372089227@gmail.com;Carlos35184372089227@gmx.com;Carlos35184372089227@yahoo.com|6|1852,1998|
1347748393506|0|1|35184372092485|Chico|Silva|male|526521600000|1347748393506|200.0.69.87|Chrome|555|pt;en|Chico35184372092485@gmail.com|1168|1872,2007|816,2008;149,2008;153,2008;172,2008
1347762723555|0|1|35184372095554|Christopher|Ellis|male|384048000000|1347762723555|199.103.117.69|Chrome|1425|en|Christopher35184372095554@gmx.com|416;567;571;574;588;774;777;778;781;973;977;978;1021;1026;1027;1030;1032;1033;1154;1172;1183;1187;1192;1194;1444;1504;1533;1672;1682;1760;1768;1988;1992;1996;2028;2040;2059;2068;2119;2777;2783;2790;2794;2797;2806;3034;4938;5067;5176;6413;6458;6962;7516;7522;9063;9144;9170;9231;9241;9244;9474;10028;11622;11644;11712;12045|6672,2000|1424,2000;1431,2001;1415,2001;1433,2001;1438,2001
1347766046863|0|1|35184372094328|Wilhelm|Fischer|male|448329600000|1347766046863|31.24.173.84|Internet Explorer|601|de;en|Wilhelm35184372094328@gmx.com;Wilhelm35184372094328@nador.cc;Wilhelm35184372094328@yahoo.com;Wilhelm35184372094328@zoho.com|193;1188;1997;2118;2853;2864;2878;2948;2999;3033;3080;3093;5114;6383;7549||
1347773289909|0|1|35184372093971|Gunnar|Persson|female|539308800000|1347773289909|62.127.224.16|Chrome|1363|sv;fi;en|Gunnar35184372093971@gmx.com;Gunnar35184372093971@yahoo.com|138;205;565;579;584;598;781;806;977;1153;1183;1187;1197;1200;1670;1759;1766;1768;1771;1909;1912;1984;1986;1988;2001;2015;2044;2084;2119;2777;2781;2785;2793;2819;2827;2858;2922;2987;2997;3001;3056;3092;3100;4844;5085;5191;6360;6413;6945;6964;7015;7517;9058;9174;11408;11541|6394,2008|1248,2009;1266,2008;1235,2009;1253,2009;1271,2009
1347781101312|0|1|35184372094779|Aburizal|Balawan|female|347068800000|1347781101312|103.29.122.108|Chrome|639|en;nl|Aburizal35184372094779@gmail.com|1021;1445;1667;3021;3108;5063;5085;11695|4525,2000|579,2002;564,2002;568,2001
1347786060880|0|1|35184372093899|Jean-Pierre|David|male|454291200000|1347786060880|46.227.17.83|Chrome|1135|fr;co;en|Jean-Pierre35184372093899@gmail.com|1593|2691,2005|436,2005;437,2005;413,2005
1347806260410|0|1|35184372091940|Fernando|Sanchez|female|415584000000|1347806260410|31.47.76.200|Firefox|1351|es;ca;en|Fernando35184372091940@gmail.com;Fernando35184372091940@yahoo.com|244;294;575;775;788;2006;2043;2047;2071;2115;2778;2787;2797;2798;2804;2894;2906;2907;2954;2970;2978;3028;3052;5115;6039;6413;7002;7509;7520;7596;9299;9317;9415|6308,2003|
1347808601116|0|1|35184372090497|Eddie|Cruz|female|539654400000|1347808601116|116.68.182.20|Chrome|818|en;tl|Eddie35184372090497@gmx.com|294;524;561;565;568;588;1032;1152;1153;1154;1171;1194;1375;1669;1671;1987;1993;1998;2784;2787;2788;2790;2792;2793;2794;3089;5153;5601;6131;7338;7509;7524;9141;9289;9329;10028||963,2008;950,2006
1347820230228|0|1|35184372097543|Lei|Li|male|530409600000|1347820230228|27.112.12.156|Firefox|328|zh;en|Lei35184372097543@gmail.com;Lei35184372097543@yahoo.com;Lei35184372097543@zoho.com|6|2210,2008|
1347836511566|0|1|35184372089522|Dith|Chau|male|374889600000|1347836511566|202.8.75.0|Firefox|1039|fr;en|Dith35184372089522@gmail.com;Dith35184372089522@hotmail.com;Dith35184372089522@yahoo.com|183;468;574;774;779;1175;1533;1990;1993;2100;2789;2813;2831;2837;2845;2919;2994;3034;3036;3092;6413;7005;8303;9063|1971,2000|195,2002;196,2001;201,2001;204,2000
1347848762345|0|1|35184372096497|A.|Sharma|female|589161600000|1347848762345|27.131.208.3|Chrome|125|mr;ta;en|A.35184372096497@gmail.com;A.35184372096497@yahoo.com|0;58;142;279;774;775;780;783;1021;1187;1189;1375;1670;1749;1758;1863;1908;1997;2091;2783;2784;2801;2810;2813;2816;2833;2835;2839;2841;2846;2903;2929;2932;2940;2946;2962;2984;3041;3070;3073;3092;3096;3104;6577;7248;7636;10417;11742;12510;13576;14006|3012,2009|
1347860552327|0|1|35184372094640|Arjun|Khan|female|592358400000|1347860552327|49.156.83.62|Chrome|249|mr;en|Arjun35184372094640@cannabismail.com;Arjun35184372094640@gmail.com;Arjun35184372094640@gmx.com;Arjun35184372094640@yahoo.com|138;294;561;1172;2031;2045;2777;2781;2784;2795;2813;2836;2906;3007;3041;5115;6399;6413;7380;7590;9144;9209;11408;11695|3008,2006|545,2006;552,2008
1347889017833|0|1|35184372093727|Wei|Zhang|female|595296000000|1347889017833|1.184.64.26|Internet Explorer|489|zh;en|Wei35184372093727@gamerssolution.com;Wei35184372093727@gmail.com;Wei35184372093727@gmx.com|8;468;470;545;594;775;777;782;785;793;1032;1178;1617;1667;1668;1910;1987;1994;1995;2020;2027;2059;2067;2093;2778;2793;2857;2985;3012;3044;3095;4962;5063;5085;5158;5162;5170;6413;6418;6933;6945;6954;7432;7507;7509;7603;9144;9174;11254;11612;12876|2211,2007|935,2009;728,2008;911,2009
1347889317628|0|1|35184372090473|Rajiv|Sharma|male|445564800000|1347889317628|58.146.106.133|Firefox|162|hi;ur;en|Rajiv35184372090473@gmx.com;Rajiv35184372090473@hotmail.com|1180;1436;1984;2011;2853;2873;2964;5797|3012,2002|547,2003;133,2003;552,2002;539,2003;540,2002
1347914750925|0|1|35184372089880|Jun|Wei|female|456364800000|1347914750925|27.34.232.26|Internet Explorer|394|zh;en|Jun35184372089880@gmail.com;Jun35184372089880@zoho.com|1938|2209,2002|912,2003;930,2004;931,2003;919,2004
1347915545963|0|1|35184372095229|Deepak|Khan|male|443145600000|1347915545963|60.254.116.87|Firefox|174|kn;en|Deepak35184372095229@yahoo.com|0;143;277;291;524;572;781;784;798;975;1027;1176;1185;1200;1547;1908;1910;1953;1994;2037;2040;2049;2050;2070;2113;2117;2780;2781;2784;2786;2789;2792;2799;2801;2806;2828;2840;2862;2871;2906;2940;2941;2958;2965;2992;2993;3045;3050;3076;3109;5147;5176;5193;5802;5834;5848;6028;6039;6355;6418;6456;6637;6645;6934;7011;7330;7474;7545;7570;9058;9155;9238;9873;10028;11742;12869;13816;14841|3011,2002|549,2002
1347920535324|0|1|35184372098996|Wei|Chen|female|548726400000|1347920535324|27.109.35.81|Chrome|414|zh;en|Wei35184372098996@gmail.com|6;2985|2209,2009|914,2009;917,2010;921,2010;922,2009;910,2011
1347921025171|0|1|35184372093084|Luis|Fernandez|male|590544000000|1347921025171|123.108.123.184|Firefox|822|en;tl|Luis35184372093084@gmail.com;Luis35184372093084@gmx.com|138;544;568;775;1028;1032;1152;1153;1154;1681;1984;1987;1993;2004;2048;2777;2778;2779;2790;2937;3038;3042;3054;3083;3095;5106;5115;5119;5184;6410;6945;6962;7509;7517;7543;7547;9143;9144;9170;9195;9277;9474;10028|5521,2010|953,2010;410,2010;958,2011
1347923920607|0|1|35184372094600|A.|Rao|female|543456000000|1347923920607|27.112.120.74|Firefox|289|or;mr;en|A.35184372094600@zoho.com|0;206;1452;1765;1998;2001;2106;2113;2794;2796;2810;2929;3110;5156|3009,2008|548,2008;543,2008
1347942545052|0|1|35184372098464|Zheng|Zhao|female|467424000000|1347942545052|1.184.226.23|Chrome|369|zh;en|Zheng35184372098464@gmail.com;Zheng35184372098464@gmx.com;Zheng35184372098464@yahoo.com|6;139;575;588;781;790;973;1022;1174;1176;1178;1180;1183;1184;1185;1186;1187;1188;1454;1545;1762;1992;2031;2065;2067;2068;2078;2115;2123;2783;2784;2803;2916;5132;6413;6418;6945;6962;6981;7516;7668;9036;11250;11254;11375;11379;11742;12002|2348,2003|
1347944301987|0|1|35184372094825|Alin|Kovacs|female|436838400000|1347944301987|46.41.239.89|Firefox|1305|ro;hu;en|Alin35184372094825@gmail.com;Alin35184372094825@hotmail.com|60;62;196;472;589;803;1545;1614;1761;1764;1770;1864;1908;1954;1986;1991;2027;2085;2780;2783;2842;2866;2912;2944;2989;3001;3006;3009;3012;3049;3054;3074;3081;3083;3099;3108;5086;5184;5193;5435;5981;6740;7534;7543;14846|5943,2004|1014,2006;1017,2006
1347944536412|0|1|35184372090273|Pawel|Zakrzewski|female|468115200000|1347944536412|46.29.144.193|Internet Explorer|1282|pl;en|Pawel35184372090273@gmail.com;Pawel35184372090273@gmx.com|138;142;576;582;586;777;1176;1758;1912;1987;1988;1995;2001;2040;2782;2783;2785;2786;2791;2820;2837;2954;3033;3040;5153;6413;6976;7439;7543;9143|5808,2004|
1347977579158|0|1|35184372098244|Chen|Li|female|324777600000|1347977579158|27.116.45.191|Internet Explorer|436|zh;en|Chen35184372098244@gmail.com|288;570;589;776;1401;1988;2026;2786;2852;2879;2969;3081;5133;6409;6959;7526;7572;8187;8292|2207,2002|922,2004;923,2003;924,2003;910,2003
1347979822583|0|1|35184372099091|Kaoru|Kato|female|533865600000|1347979822583|14.0.9.84|Firefox|696|ja;en|Kaoru35184372099091@geologist.com;Kaoru35184372099091@gmail.com;Kaoru35184372099091@gmx.com|287;1668;1675;1747;1909;1997;1998;2048;2786;2789;2799;2831;2837;2960;2961;2972;3016;3096;5133;5156;5159;6360;6369;6637;6976;7516;7534;9609;11541;14581||
1347981664919|0|1|35184372091727|Faisal|Ali|male|623980800000|1347981664919|124.109.55.108|Internet Explorer|773|ur;sd;en|Faisal35184372091727@gmail.com;Faisal35184372091727@gmx.com|138;416;579;791;1177;2794;2857;2886;3062;3091;7509;9040|5263,2009|891,2009
1347982973399|0|1|35184372092534|Dith|Dany|male|609811200000|1347982973399|203.215.49.230|Chrome|1037|fr;en|Dith35184372092534@gmail.com;Dith35184372092534@gmx.com;Dith35184372092534@yahoo.com|6;449;576;578;584;777;790;974;1173;1174;1177;1178;1180;1183;1190;1191;1195;1206;1545;1615;1616;1678;1768;1909;1989;2023;2031;2048;2061;2070;2073;2078;2792;2880;2943;4847;5158;5183;6409;6413;6945;7015;7514;9036;9058;9144;9479;11247;11254;11557;11622;11628;11742;11745|1970,2010|198,2011;200,2011
1347998057412|0|1|35184372098888|Ahmed|Ali|female|541814400000|1347998057412|42.201.188.184|Firefox|760|en;ur|Ahmed35184372098888@hotmail.com|138;205;206;277;458;565;568;572;577;578;775;1025;1154;1174;1177;1180;1192;1198;1410;1451;1505;1532;1545;1758;1759;1940;1990;2021;2078;2091;2102;2777;2778;2780;2781;2782;2784;2785;2786;2789;2793;2797;2803;2808;2816;2820;2824;2826;2831;2847;2913;2939;2975;4847;5084;5153;6413;6674;7005;7537;7602;9227;11258;11742|5267,2005|739,2006;893,2006
1348009045571|0|1|35184372092924|Amit|Singh|male|493171200000|1348009045571|58.68.114.210|Internet Explorer|155|te;as;en|Amit35184372092924@gmail.com;Amit35184372092924@yahoo.com|0;139;565;783;811;976;1024;1678;1995;2108;2116;2777;2784;2788;2789;2798;2812;2829;2843;2848;2851;2874;2897;2985;2990;6368;6383;7472;7570;7610;9898;11795;13552;15718|3054,2005|0,2007;543,2007
1348014945543|0|1|35184372096615|Jose|Rodriguez|female|427593600000|1348014945543|200.13.146.117|Opera|1070|es;en|Jose35184372096615@gmail.com;Jose35184372096615@gmx.com;Jose35184372096615@yahoo.com|206;290;458;571;1174;1525;1672;1679;1984;2006;2045;2059;2786;2912;2939;2960;5405;5898;9272;10662||296,2008;297,2003;298,2002
1348015307527|0|1|35184372093603|Ai|Wang|male|334022400000|1348015307527|1.81.176.17|Internet Explorer|387|zh;en|Ai35184372093603@gmail.com;Ai35184372093603@yahoo.com;Ai35184372093603@zoho.com|6;775;1762;2023;6418|2207,1999|932,2000;936,2001
1348023947603|0|1|35184372089834|Sanjay|Reddy|male|520646400000|1348023947603|27.251.128.40|Opera|119|mr;gu;en|Sanjay35184372089834@gmail.com;Sanjay35184372089834@gmx.com|4;143;279;544;594;786;1175;1205;1421;1940;1986;2780;2784;2795;2813;2816;2824;2841;2853;2934;2942;2968;2990;2994;3042;3051;3108;4847;5132;5197;6369;6377;6405;6409;6438;6684;6991;7380;7524;7547;10193;11298;15177|3014,2004|547,2005;540,2005;541,2005;543,2005
1348041897577|0|1|35184372089734|Hao|Liu|male|350265600000|1348041897577|1.10.8.104|Chrome|473|zh;en|Hao35184372089734@gmx.com;Hao35184372089734@hotmail.com;Hao35184372089734@safat.us|6;781;973;976;1022;1759;1762;2040;9036;9097;9098;9227;9479;11742||914,2012;1227,2002;911,2005
1348045858759|0|1|35184372095411|Ab|Meijer|female|492220800000|1348045858759|31.24.163.146|Internet Explorer|1252|nl;en|Ab35184372095411@gmail.com;Ab35184372095411@gmx.com;Ab35184372095411@yahoo.com|196;565;570;579;781;1170;1177;1747;1909;1985;2003;2058;2089;2781;2783;2799;2824;3029;3072;5192;5280;6368;6383;6796;6981;7012;7112;8205;9095;11687;11742;13132|5186,2007|835,2008;837,2009
1348060276084|0|1|35184372096661|Lei|Liu|male|509587200000|1348060276084|14.1.2.177|Firefox|442|zh;en|Lei35184372096661@gmail.com;Lei35184372096661@gmx.com;Lei35184372096661@yahoo.com|6;799;973;974;1174;1180;1186;1190;1191;1667;2040;2070;2078;2082;2843;2853;4847;6360;6413;6945;6964;9474;11577;11695;12002|2250,2004|938,2004
1348067630746|0|1|35184372094438|Barbara Kanam|Yves|female|328233600000|1348067630746|41.75.65.49|Firefox|1095|fr;en|Barbara.Kanam35184372094438@gmail.com;Barbara.Kanam35184372094438@yahoo.com|193;2121||
1348073970555|0|1|35184372093621|A.|Khan|female|525398400000|1348073970555|61.0.110.47|Internet Explorer|303|bn;ta;en|A.35184372093621@gmail.com;A.35184372093621@gmx.com|1;145;288;796;975;1989;1991;1992;2801;7545;9040;9141||550,2007
1348080451957|0|1|35184372097306|Alexei|Basov|female|569808000000|1348080451957|31.186.100.129|Opera|867|ru;en|Alexei35184372097306@yahoo.com;Alexei35184372097306@zoho.com|574;1204;1452;1912;1998;1999;6964|5984,2006|1049,2006;1103,2006
1348080658670|0|1|35184372096044|Mikhail|Ivanov|male|519436800000|1348080658670|31.44.95.216|Internet Explorer|859|ru;en|Mikhail35184372096044@gmail.com;Mikhail35184372096044@gmx.com;Mikhail35184372096044@zambia.cc|1431|5983,2006|1093,2006
1348097856188|0|1|35184372089763|Jun|Wang|female|332208000000|1348097856188|1.10.13.189|Firefox|504|zh;en|Jun35184372089763@gmail.com|6;575|2206,2002|913,2004;915,2003;920,2003;923,2003;927,2003
1348098512830|0|1|35184372097728|Shlomo|Levy|male|507945600000|1348098512830|193.194.4.142|Firefox|1230|ar;en|Shlomo35184372097728@gmail.com;Shlomo35184372097728@gmx.com;Shlomo35184372097728@hotmail.com;Shlomo35184372097728@zoho.com|6;8;139;147;205;206;449;782;798;974;978;1033;1170;1172;1173;1176;1180;1186;1188;1195;1201;1863;1984;2038;2041;2785;5191;6358;6945;7537;9063;9163;9170;9261;11250;11376;11408;11537;11622;11743|5159,2008|823,2008
1348101486604|0|1|35184372094537|Alexandre Song|Ako|female|437443200000|1348101486604|41.204.73.32|Internet Explorer|1040|fr;en|Alexandre.Song35184372094537@gmail.com|418;566;775;1501;1986;2083;2781;2829;2844;2850;2863;2983;3098;5000;6734;7004|1980,2003|205,2004;206,2004
1348103028970|0|1|35184372096614|Mikhail|Basov|male|348537600000|1348103028970|31.22.15.83|Firefox|840|ru;en|Mikhail35184372096614@gmail.com|205;206;277;297;779;796;1183;1191;1410;1596;1667;1669;1672;1678;1984;2007;2021;2039;2058;2113;2782;2785;2786;2828;2873;2878;2887;2907;2962;2964;2965;2981;2994;3004;3044;3065;3072;3082;3090;3096;4848;5070;5080;5118;5147;5429;5744;6954;7032;7144;7519;7614;8157;8219;9209;9660;10439;11517;13060|5985,2002|1043,2003;1096,2002;1102,2002
1348116896137|0|1|35184372092669|Jose|Mendez|male|408412800000|1348116896137|187.211.28.46|Firefox|726|es;en|Jose35184372092669@gmail.com|196|5046,2000|801,2001;785,2001;787,2001;805,2002;791,2001
1348131995477|0|1|35184372091794|Bing|Yang|male|543369600000|1348131995477|14.156.67.50|Firefox|465|zh;en|Bing35184372091794@gmail.com;Bing35184372091794@gmx.com|6|2207,2006|928,2006;915,2007;920,2006;924,2008;925,2007
1348156815770|0|1|35184372093169|Ning|Zhao|female|568684800000|1348156815770|1.10.13.15|Firefox|423|zh;en|Ning35184372093169@zoho.com|1524;3076;6440|2213,2008|
1348162077515|0|1|35184372092734|Zbigniew|Żuławski|female|519696000000|1348162077515|46.21.215.189|Safari|1278|pl;en|Zbigniew35184372092734@gmail.com;Zbigniew35184372092734@gmx.com;Zbigniew35184372092734@sok.lv;Zbigniew35184372092734@yahoo.com|61;140;292;458;468;566;576;778;973;1152;1174;1427;1614;1676;1749;1953;1986;1996;2001;2009;2029;2036;2059;2072;2089;2106;2109;2777;2784;2790;2795;2801;2818;2829;2853;2862;2878;2887;2912;2916;2958;2994;2995;3045;3047;3049;3050;3056;3097;3105;3110;5028;5063;5085;5161;5217;6518;6945;7380;7519;7570;7572;7585;7596;7814;9244;10477;11410;12426|5832,2005|980,2006;974,2007
1348165671087|0|1|35184372096999|Joseph|Reddy|male|382579200000|1348165671087|61.11.75.189|Chrome|252|te;bn;en|Joseph35184372096999@gmail.com;Joseph35184372096999@zoho.com|0;145;288;1766;2027;3020;3055;3090;4875;5191;5546;6513;6981;9333;12549||544,2004;545,2006;547,2010;540,2012
1348168120068|0|1|35184372095245|Lei|Yang|male|572832000000|1348168120068|14.30.95.25|Chrome|363|zh;en|Lei35184372095245@gmail.com;Lei35184372095245@gmx.com;Lei35184372095245@yahoo.com|62;578;785;810;1021;1191;1595;1668;1989;1994;2107;2780;2787;2792;2794;2867;2871;2876;2904;3006;3027;3083;3109;6383;6413;6931;7014;7062;7380;7514;7570;9293;9317;12296||929,2007;930,2007;905,2006;922,2010
